,y_test,prediction
7702,922.7988,821.25
8024,1772.3596,1298.3125
4278,3723.8194,3481.875
7383,815.605,785.125
6989,1049.9666,968.625
2618,2101.9306,3063.9375
1165,759.012,906.53125
3568,540.6296,613.59375
4938,210.3928,-170.5625
5350,679.1160000000001,809.125
4503,1697.79,2011.21875
2777,595.2252,3214.21875
3261,960.7494,1183.78125
7387,657.8104,892.53125
173,3969.4996,2896.46875
4507,2770.3938,2092.59375
2419,2125.2336,1377.78125
3640,778.9860000000001,1031.0625
1754,202.4032,-166.0
2184,2406.2012,1496.65625
3427,2918.8672,2983.21875
3235,774.9912,727.34375
8211,2741.0986,1906.40625
2367,1948.1308,1686.5625
1516,95.2094,-243.71875
5996,868.8689999999999,957.40625
7211,3523.4136,2212.84375
2382,782.315,2512.09375
211,5650.6446,3858.09375
4846,3266.4148,2362.21875
4138,383.5008,718.96875
628,4763.799,4210.34375
7918,1965.4416,1765.0625
4111,790.9704,408.03125
410,1504.7079999999999,2342.8125
2394,55.2614,-863.15625
2493,4687.232,3433.28125
1482,4138.6128,3143.84375
883,387.4956,1176.625
3829,3568.688,2890.1875
6069,1565.9616,1758.09375
1605,277.6386,-375.9375
3113,199.74,-254.09375
6723,4984.1788,3972.28125
7195,1830.95,2672.09375
6967,2390.8878,1867.875
906,33.29,-1366.90625
1084,5778.4782,4117.96875
7651,5944.2624,3889.0
4740,2805.0154,3681.90625
1109,868.8689999999999,1684.53125
1559,3554.7062,2948.125
6965,1877.556,1865.84375
723,2566.659,4174.71875
7814,1311.626,2089.09375
4120,1076.5986,926.21875
8029,751.0224,3950.9375
4834,902.8248,1226.875
345,703.0848,884.875
2819,945.436,780.5625
6279,1565.9616,3606.96875
1349,4567.388,3642.5
913,591.2304,1115.6875
7347,4008.116,2164.125
3989,3197.1716,3568.09375
7281,958.752,1170.59375
2268,227.7036,673.3125
4766,1765.7016,2363.0625
2142,1208.427,1457.6875
5111,2916.204,2281.84375
5387,2157.192,2501.9375
6768,1155.8288,2750.09375
792,2822.992,2849.03125
4772,8413.0488,5008.03125
4649,4530.1032,2572.125
4401,3938.8728,3412.9375
7473,1838.2738,2492.8125
45,358.2004,993.8125
6240,2021.3688,971.8125
8322,3271.7412,3681.5625
3906,4794.4258,4073.0
87,3285.723,3913.875
1744,939.4438,1009.125
2203,1953.4572,1516.46875
4519,3338.987,3093.78125
3842,4364.319,3565.59375
2527,1050.6324,1005.90625
2464,3185.1872,1934.09375
7338,4910.275,4604.34375
2358,1379.5376,1524.40625
7417,994.7052,1823.28125
3080,4274.436,3055.15625
3807,3050.6956,3070.71875
6003,1516.0266,1132.75
5982,194.4136,-988.5
5922,3048.6982,2620.0625
1081,490.6946,851.46875
1552,1304.968,2666.8125
7837,2510.0660000000003,2947.09375
1505,4013.4424,2916.625
5481,1048.635,1828.53125
7412,2026.0294,1885.5
2859,2103.2622,3727.375
6647,379.506,1080.25
8428,2094.6068,3106.4375
5433,3372.9428,3239.53125
1998,8239.9408,5322.96875
7480,1186.4556,3179.0
3332,1528.011,2430.4375
2210,3635.268,2046.3125
6791,3225.1352,3388.125
5076,319.584,810.96875
4168,4396.9432,2702.375
985,1478.076,2007.90625
1069,4843.695,2983.53125
7161,942.7728,2046.6875
1755,2342.9502,3826.0625
2154,3542.7218,3275.03125
5210,3418.883,3948.03125
5300,3520.0846,3378.4375
2533,2787.0388,3007.3125
6268,499.35,779.625
2440,2045.3376,4167.84375
4981,4870.9928,4004.9375
7803,3036.048,5326.125
3157,420.7856,-40.0625
4494,4649.9472,4477.90625
8416,925.462,1440.6875
7822,719.064,1166.8125
3861,2908.2144,3868.78125
5355,1091.912,1741.5625
2032,3779.0808,2688.84375
5932,2490.092,3904.8125
2976,4902.9512,2705.59375
996,1150.5024,1982.8125
5109,2745.0934,2310.625
8071,2376.906,1714.1875
1760,1442.1228,1308.84375
8063,214.3876,-257.25
1698,2113.2492,1471.15625
8221,1603.9122,1998.46875
8261,621.1914,1477.03125
7862,5022.7952,2052.6875
8057,4391.6168,1699.65625
892,3115.9440000000004,3516.5625
5098,1733.0774,1563.59375
7135,5688.5952,2877.25
5204,3476.1418,2461.0
7765,3494.1184,2838.4375
8427,1090.5804,885.15625
3629,2105.2596,2056.25
135,1969.4364,1804.25
3620,2812.3392,1998.09375
8504,4138.6128,3165.0
5698,1334.2632,1814.8125
108,679.1160000000001,1498.0625
576,353.5398,613.0625
5808,1561.9668,1388.0
1298,314.2576,658.59375
8298,2889.572,1707.375
7454,2496.75,1506.15625
5121,3845.6608,3870.3125
1969,2274.3728,2550.03125
4395,2458.1336,3074.6875
4727,1917.504,1713.46875
166,2838.9712,3463.15625
3795,563.2668,1244.53125
2125,1076.5986,1614.6875
7017,1336.2606,2422.40625
1061,1160.4894,1153.75
4032,4623.3152,2644.0625
4678,487.3656,1101.03125
5434,1281.665,2199.90625
4106,2775.7202,4251.84375
4603,1787.0072,1377.125
646,3775.086,3964.3125
3507,288.9572,503.625
4493,4532.7664,3499.0625
5656,516.6608,1995.03125
1673,1322.2788,3424.84375
3540,110.5228,-751.9375
2762,2858.9452,2355.25
6584,151.1366,633.40625
6864,3020.0688,3451.75
8399,284.9624,283.375
668,1270.3464,1770.0625
6756,1720.4272,1571.40625
2592,447.4176,699.3125
7792,1775.6886,1378.25
8137,1182.4608,2404.46875
2920,759.012,2346.21875
1475,4823.721,3657.6875
6057,7033.5112,4290.15625
6555,713.7376,818.46875
4797,3795.06,2596.28125
2564,4060.7142,3419.15625
4901,4986.842000000001,3715.75
816,1203.1006,1470.96875
2574,2607.2728,1878.9375
6050,6303.7944,2780.625
8125,3757.1094,4598.0
8233,1025.3319999999999,1488.1875
2612,736.3748,1606.0625
6793,1704.4479999999999,1676.15625
2106,3533.4006,1917.40625
2689,3440.8544,2862.125
2729,535.3032,2579.09375
6298,316.9208,1427.125
3138,1139.8496,1894.375
1485,4960.21,2994.15625
3352,3046.7008,1587.15625
4528,1384.1982,2128.9375
7358,2856.282,2115.0625
3565,644.4944,787.03125
2373,3961.51,3755.625
1115,4029.4216,3739.84375
1049,1808.3128,3997.9375
2790,5298.4364,3526.3125
1280,790.9704,1283.125
6357,745.696,1259.25
522,276.307,-926.6875
5504,711.0744,1093.9375
1496,170.4448,-392.375
5077,492.69199999999995,731.9375
2105,3568.688,2805.25
4167,508.6712,2002.1875
6705,2822.992,2474.3125
8268,694.4294,1301.6875
7380,4751.8146,3383.5625
4197,449.415,436.03125
6090,3728.48,3776.5
1295,1571.2879999999998,2435.40625
6600,588.5672,530.6875
5073,2557.3378,1810.75
5431,2910.2118,2946.40625
4388,1378.2060000000001,1576.53125
7418,5015.4714,3682.9375
1011,1488.7288,1545.4375
2287,221.0456,74.0
4585,1376.2086,1699.25
2080,1576.6144,3005.375
4434,5033.448,4421.5625
1878,1780.3492,2089.0
1184,1713.7692,3163.9375
3035,2956.152,1690.375
5407,1571.2879999999998,2538.1875
6406,3085.3172,3513.3125
630,1288.9888,2261.3125
7285,1290.3204,2675.5625
5571,2566.659,2738.6875
7706,577.2486,709.9375
1458,5954.9152,3702.125
1943,2826.9868,2038.34375
4439,407.4696,829.21875
5925,418.1224,1676.0
921,615.1992,1433.75
37,1609.9044,1553.75
7855,978.7260000000001,2998.15625
1304,866.8716,1763.71875
7182,4013.4424,4296.46875
6660,4035.4138,3383.21875
3276,207.7296,-81.125
7861,41.2796,-1176.5625
4245,958.752,1584.375
8329,6630.0364,5391.0
4672,1797.66,2336.34375
720,554.6114,937.875
2986,5001.4896,2982.8125
3097,3427.5384,2519.90625
7436,3384.2614,2272.125
1853,2874.9244,2662.125
6919,3193.8426,3798.53125
4905,735.0432,1106.8125
5337,1231.73,2060.40625
5597,3001.4264,3434.875
4610,1864.24,3022.8125
8223,491.3604,1385.28125
5456,1018.0082,2902.15625
1047,1451.444,2521.03125
1902,4819.7262,5429.96875
4915,6595.4148,2759.4375
890,1565.9616,1880.65625
3924,1896.1984,3759.75
180,6024.1584,3885.5625
1709,6426.3016,2701.90625
118,2552.6772,2150.34375
2895,473.3838,593.375
1708,85.8882,-578.46875
1420,958.752,1896.5
4297,41.9454,-1083.28125
6084,1787.0072,2670.03125
3694,438.0964,1021.8125
471,1665.8316,2911.15625
8002,5033.448,3925.4375
4506,340.2238,810.15625
8189,865.54,1480.1875
1410,679.1160000000001,747.09375
1276,1228.401,1344.75
7775,3757.1094,3218.625
1313,1901.5248,2853.59375
6290,2314.9866,1930.8125
1309,2546.685,2342.34375
4019,123.8388,-733.78125
775,607.8754,2296.6875
3289,715.0692,3564.5625
4365,1291.652,1935.4375
7847,4211.185,2658.40625
2275,4514.124,2354.9375
4711,2782.3782,2257.6875
2204,288.9572,405.9375
4794,4488.1578,3320.1875
3130,2147.205,2291.46875
7002,5000.8238,4081.84375
3739,964.0784,1923.625
569,2097.27,2427.03125
4832,3998.7948,3919.8125
4118,3089.9778,3564.0625
6314,3433.5306,2073.71875
4813,1617.894,2186.875
1406,796.2968,1041.0
6781,498.0184,864.25
1491,2380.235,2955.21875
4412,492.69199999999995,1597.5
4021,2563.33,3699.75
4324,2992.7709999999997,1706.71875
6865,251.6724,155.46875
5935,234.3616,98.0
6364,4470.1812,3862.875
4808,2628.5784,1707.0625
1033,2253.0672,4488.90625
5804,150.4708,635.9375
3508,4579.3724,3882.28125
8514,468.7232,1020.1875
2300,2025.3636,2345.5625
581,275.6412,1490.125
2490,639.168,1161.59375
8119,2371.5796,1483.8125
7650,3610.6334,3323.875
2848,927.4594,2292.40625
4179,2406.867,2625.0625
1046,759.012,1012.53125
3534,1877.556,3117.59375
468,2663.2,1363.5
3255,7247.233,3371.15625
5619,8868.456,4434.75
7835,57.2588,-797.625
1444,884.1824,1618.21875
2112,4211.185,2924.375
4757,2812.3392,3590.0
365,3610.6334,3316.09375
3777,3368.948,3799.5625
8179,904.8222,1442.8125
3044,531.3084,998.0
7767,1743.0644,1771.75
5961,2500.7448,2975.0
4920,249.0092,2180.40625
2629,1657.1762,1468.53125
850,2137.8838,2557.4375
441,3428.2042,2911.9375
1279,731.0484,1409.34375
2239,593.8936,522.8125
2008,2380.9008,3167.375
3183,1035.9848,4082.34375
3687,4933.5779999999995,2910.59375
616,1283.6624,2627.5625
8479,2579.3092,1654.65625
2013,1612.5676,1635.1875
6497,1025.9978,696.9375
6841,601.8832,1294.15625
1672,1024.6662,2330.15625
4707,3486.1288,3962.09375
8219,605.878,1905.21875
4755,1557.9720000000002,1058.3125
1274,2732.4432,1861.3125
1951,291.6204,558.03125
4911,3588.6620000000003,2279.71875
1753,1158.492,1278.59375
6511,4454.202,3798.71875
7166,162.4552,636.25
6304,5163.9448,2921.875
3322,3495.45,2314.09375
5622,1165.15,1327.9375
3926,2450.144,2515.84375
5928,980.0576,940.25
1476,119.844,24.40625
6801,1406.1696,1187.125
1649,4257.1252,2862.9375
8353,1482.0708,1621.71875
550,780.9834,639.0
1265,2167.8448,3149.84375
3479,645.1602,635.0
7693,3119.9388,2278.75
1104,2934.8464,2438.5
3520,1208.427,1754.65625
2713,343.5528,1060.78125
8336,164.4526,851.59375
4402,2021.3688,3049.03125
7388,35.2874,-1246.875
5227,2106.5912,2317.5625
3503,4255.7936,3467.71875
7654,1717.764,2281.4375
1389,351.5424,161.375
8460,2852.2872,2696.4375
3684,163.7868,882.28125
6108,5033.448,2821.625
1470,2213.1192,2909.125
4551,3593.3226,2721.0
8324,2049.3324,2435.71875
3587,986.7156,1530.78125
1665,3653.9104,3738.78125
6929,3149.2340000000004,2312.5
3104,70.5748,-1107.4375
4303,1166.4816,2228.59375
4548,1328.271,1116.8125
204,4119.9704,3797.46875
5376,5275.7992,3022.65625
8064,5309.755,3349.46875
6833,251.6724,80.03125
1368,4471.5128,3067.6875
955,1547.3192,1863.9375
1489,177.7686,995.625
5426,4141.276,3028.90625
7571,1052.6298,1075.8125
3158,5800.4496,4126.375
995,167.7816,817.0
366,5153.292,4097.1875
5437,293.6178,2126.5
2942,3103.9596,2708.1875
1432,1655.1788,1220.03125
2718,293.6178,-253.96875
7227,848.895,593.5625
5423,2581.9724,2863.6875
408,1890.2062,1770.3125
6639,2354.2688,2368.3125
8047,1890.872,2866.90625
1803,3677.2134,2784.53125
5655,1230.3984,2474.21875
2832,289.623,-280.5
6494,370.1848,2473.375
7705,2143.876,3446.625
3006,3611.2992,3870.0
5307,3781.744,3028.15625
5938,1549.3166,1846.9375
2858,663.1368,1870.375
2483,3153.2288,2833.875
1561,446.7518,562.09375
7605,922.7988,741.75
6690,2247.075,1442.3125
5634,469.389,-421.5625
8014,1693.7952,1674.71875
3902,1472.7496,1724.625
4036,4068.038,2481.09375
7157,1270.3464,1878.78125
4849,3251.1014,2650.09375
353,2586.633,2628.375
5097,1864.24,1628.21875
6320,2526.7110000000002,2630.75
3312,2252.4014,2124.1875
6879,3956.8494,3186.125
4119,476.04699999999997,591.5
6131,3277.0676,2222.40625
5293,701.7532,665.03125
708,3165.8790000000004,3362.71875
3571,2466.7889999999998,2850.75
6487,1308.297,1405.84375
1497,3078.6592,2881.46875
7260,2972.1312,3492.53125
6953,90.5488,-1138.59375
7102,4777.115,2966.53125
8415,2490.092,2351.34375
1405,2492.7552,3207.5
4002,1947.465,3457.25
5138,3185.1872,5346.3125
7438,788.9730000000001,2368.6875
5541,2490.092,1850.0
5708,3954.8520000000003,3252.875
5981,1252.3698,1823.15625
3203,3901.5879999999997,3099.5625
7392,1169.8106,2682.5
209,231.6984,-1225.28125
1058,1274.3412,447.6875
6716,645.1602,790.0625
8182,1225.072,2120.3125
1727,2636.5679999999998,2392.875
6589,2002.7264,2105.9375
8157,2716.4640000000004,2647.21875
3150,1366.2216,1274.4375
6115,2612.5992,2361.46875
6769,3205.827,4830.5625
4246,1693.7952,1735.1875
868,2366.919,4094.6875
3732,173.108,891.1875
6604,1418.154,1146.59375
5315,7685.9952,3003.6875
3450,1262.3568,1702.125
1239,4244.475,3951.875
2840,152.4682,576.84375
4048,2090.612,1731.875
2536,1018.674,2492.5625
4534,3877.6192,2277.9375
1474,2625.9152,2087.40625
7531,1640.5312,1678.28125
5287,792.302,563.5
3965,755.0172,926.5625
4321,170.4448,957.8125
2347,2607.2728,1906.9375
638,2406.867,2564.40625
5369,1999.3974,2426.53125
4281,259.66200000000003,2232.03125
1970,4763.799,4283.78125
5744,3920.2304,3879.84375
7762,778.9860000000001,1008.46875
1927,942.7728,661.65625
680,177.1028,1030.28125
6808,980.0576,861.03125
7049,3199.8348,3226.53125
5579,1340.2554,1987.09375
2953,1537.9979999999998,1707.5625
2230,2720.4588,2399.46875
485,2113.2492,2839.84375
4697,2371.5796,2805.21875
6382,2059.9852,2044.46875
7926,7148.0288,2558.4375
2094,2696.49,2567.40625
904,1853.5872,2623.875
2421,3673.8844,1947.25
2510,490.0288,1142.1875
4827,3012.745,3371.1875
1101,4832.3764,3406.25
53,3121.2704,3173.0625
1266,1845.5976,1486.6875
2255,437.4306,517.375
6559,1635.8706,2335.6875
2857,2258.3936,2287.59375
1919,1482.0708,1346.75
6713,2266.3832,1573.78125
7543,5976.2208,3982.84375
6531,356.8688,793.0
553,1342.2528,2697.5
3154,8912.3988,4488.6875
354,1255.6988,1021.1875
5224,549.285,1050.46875
3417,296.9468,521.21875
2219,2556.672,2233.6875
2085,3033.3848,3044.03125
1105,360.8636,962.5625
7569,303.6048,716.8125
1898,3002.0922,1845.9375
7123,131.8284,318.75
7988,1587.933,1728.25
622,3560.6984,1702.6875
7602,198.4084,-242.6875
5040,1843.6002,2321.9375
1759,4448.2098,4192.875
4688,687.1056,1816.40625
988,2888.2404,2553.90625
2751,2239.7512,1187.3125
5462,3247.7724,2804.40625
5702,1118.5439999999999,1767.75
4840,1161.1552,1867.125
5328,3062.0142,2325.03125
5174,2750.4198,2256.21875
6586,1713.7692,1620.71875
3416,3179.8608,4266.59375
3425,2684.5056,2521.75
6503,1255.6988,916.96875
749,1757.7120000000002,2575.6875
4504,5351.0346,3283.90625
952,984.7182,2031.65625
4077,1135.1889999999999,1719.8125
706,97.2068,-172.75
6215,1030.6584,857.46875
1077,1088.583,3450.40625
8477,1970.7679999999998,3174.3125
6633,3880.2824,1969.9375
5636,312.926,745.4375
5218,591.2304,749.625
8267,2567.3248,2660.5
1256,3635.268,3686.78125
2477,4042.7376,2943.40625
8365,128.4994,248.5
6944,4777.7808,2951.5625
1999,193.082,1632.59375
4917,2524.0478,2413.34375
4925,47.2718,-1036.53125
4956,4566.7222,3733.0
8026,2218.4456,2705.1875
8152,94.5436,-343.875
2809,237.6906,1870.25
8326,3099.9648,3049.75
8397,830.9184,680.46875
2523,5757.8384,3939.125
3823,1524.682,2435.78125
7633,834.9132,962.78125
6541,10306.584,5082.90625
6212,2143.876,1728.875
4554,96.541,-279.46875
2409,2579.975,1774.65625
1366,345.5502,264.3125
6960,1498.05,2673.8125
3579,758.3462,824.375
3755,3036.048,2052.4375
4816,4483.4972,2769.15625
5589,958.752,1633.6875
4181,1976.0944,2354.65625
4408,280.9676,383.0
248,535.969,1263.5625
7669,2120.573,2557.875
5934,221.0456,-882.84375
1780,3629.2758,2481.65625
6668,4695.2216,1904.875
712,226.372,-921.71875
3325,998.7,1588.6875
2763,3968.1679999999997,2860.0
6820,1258.362,1946.0
809,7759.899,4182.84375
3592,2510.0660000000003,3184.625
724,1230.3984,759.375
6581,365.5242,111.71875
501,4584.6988,3317.5
4405,873.5296,1780.8125
3283,59.2562,-806.65625
7509,2543.356,3392.4375
5508,2580.6408,2598.78125
1068,2702.4822,3848.6875
6300,2239.0854,1649.625
5767,2049.3324,1881.4375
7267,2157.192,3367.125
8450,1844.9318,1700.625
7759,1775.6886,2117.625
7763,73.238,-1360.875
7394,4495.4816,1950.6875
7510,3056.022,2619.15625
5395,1737.7379999999998,1881.78125
5697,4705.8744,5260.3125
3836,1743.0644,3035.9375
426,4943.565,2786.875
6894,2080.625,1434.96875
3370,275.6412,829.375
3746,1569.9564,2826.34375
1199,519.3240000000001,828.9375
897,1320.9472,2871.3125
6903,149.805,1240.0
1834,4175.8976,4135.125
2507,3542.0559999999996,3864.375
4286,878.8560000000001,1432.75
8330,610.5386,1403.15625
1009,10236.675,5367.40625
1787,724.3904,2935.90625
1412,3663.2316,3001.6875
2084,5652.642,4595.8125
4906,93.8778,-259.34375
4969,4096.6674,3152.3125
1385,2410.8618,2027.78125
8443,2888.2404,2569.90625
4224,491.3604,902.28125
1271,673.7896,2400.5
7609,7433.656999999999,5561.875
7354,1644.526,1086.28125
3495,2918.8672,2898.46875
3578,2528.7084,2332.40625
3970,1211.756,1367.1875
7292,1713.1034,2332.875
7449,4231.8248,2449.75
3985,4500.808,3242.28125
2624,846.8976,565.5
4750,1198.44,781.96875
8432,159.792,-964.6875
1439,2246.4092,2547.4375
1844,1138.518,1705.3125
182,239.688,153.5625
7623,739.038,1275.09375
2844,611.2044,668.71875
4137,2966.139,1876.65625
8287,341.5554,661.6875
5029,1133.1916,790.875
1423,145.8102,-1074.3125
7882,1438.128,2808.6875
3567,3350.3056,3220.09375
3145,852.2239999999999,1316.75
7213,5685.932,4023.40625
2969,1366.2216,1790.59375
2992,639.168,708.46875
6293,4345.0108,3986.34375
1757,3131.9232,3609.65625
6553,2450.144,3076.0625
4553,1887.543,2270.3125
358,1137.1864,1304.03125
6368,143.8128,-958.15625
2072,1662.5026,2438.6875
5466,3199.1690000000003,3214.21875
929,3099.9648,2992.3125
2979,479.376,878.71875
663,3579.3408,1368.0
8000,4454.202,2429.71875
482,3327.6684,3090.4375
8089,3307.6944,4367.25
1723,2111.2518,1633.15625
5316,1768.3648,1956.15625
1879,7086.1094,3758.40625
2816,4769.1254,2732.0
6217,4649.9472,3086.9375
3582,918.804,760.5625
7598,422.1172,1518.1875
4619,243.6828,135.21875
5180,359.532,940.21875
3555,2101.2648,2457.625
3496,2366.919,3886.90625
421,3259.7568,2861.125
5544,159.792,676.3125
3491,2109.2544,3065.53125
7698,239.688,1319.46875
767,2432.8332,1401.1875
7938,985.3839999999999,1943.84375
4694,2856.282,1437.15625
6453,2014.7108,1861.09375
5528,523.3188,2227.0625
4056,1749.7224,2703.09375
5894,198.4084,-210.625
3915,210.3928,1550.75
2878,1847.595,1964.59375
1404,1597.92,892.1875
2896,4697.8848,4501.9375
7041,1644.526,2553.34375
7679,1438.128,1891.71875
857,3086.6488,4097.375
5084,1576.6144,2270.3125
5556,2001.3948,3467.9375
3917,4613.994000000001,4114.78125
3111,3103.9596,2311.8125
7593,1965.4416,1728.0625
5640,444.7544,1653.375
1503,1278.336,1477.5625
8099,5219.872,3717.53125
6893,1845.5976,4105.375
2651,3643.2576,3636.0
6524,703.0848,1501.90625
3321,6391.68,4127.53125
7576,4364.319,2973.4375
5148,123.8388,-744.5625
3693,2390.8878,1867.96875
6635,1012.0160000000001,1323.65625
2974,1031.99,1368.5
7361,3151.8972,2917.3125
1522,1342.2528,1363.34375
3177,4756.4752,3957.125
5838,3105.2912,1933.4375
8183,1416.8224,1658.0
5868,2696.49,2382.375
672,1308.297,1506.96875
5891,370.1848,983.625
2575,1372.2138,2687.96875
8164,973.3996,2449.96875
1230,372.848,1223.375
6111,1668.4948,2042.0
3229,1813.6392,2413.4375
5643,1860.2452,2625.375
8052,3006.087,2276.25
3179,1821.6288,2044.375
3892,2821.6604,3530.6875
2842,2251.0698,3145.6875
4995,4870.327,4115.84375
5828,1577.9460000000001,2542.125
5958,679.1160000000001,662.84375
3548,1780.3492,2086.625
8134,1240.3854,963.53125
5952,121.1756,10.4375
1530,236.359,840.4375
1793,194.4136,783.0625
853,3057.3536,3202.0625
4010,1749.7224,2355.34375
5780,1379.5376,2897.15625
6301,2013.3792,2135.625
2187,4969.5312,3324.875
1992,1701.7848,1543.65625
618,934.7832,1334.46875
1324,567.2616,-366.34375
2594,1685.8056,2271.875
615,949.4308,782.1875
4465,2609.936,3785.5625
3210,5386.9878,2972.0
2794,934.7832,1721.46875
905,2247.075,2327.75
3405,340.2238,846.8125
879,1155.8288,533.5
3008,727.0536,516.375
3438,1701.7848,1815.875
7864,6471.576,2944.125
2324,53.9298,-900.28125
5924,2586.633,2622.6875
4067,1725.7536,1296.0625
331,4278.4308,3888.4375
3064,1608.5728,1764.4375
3562,1398.8458,1942.34375
6646,386.164,1205.15625
5445,97.2068,-364.78125
8093,1358.8978,1323.25
8158,1406.1696,2194.53125
590,1821.6288,2401.6875
1488,671.1264,1806.84375
149,1969.4364,1817.15625
6678,231.6984,-23.8125
5458,2181.1608,2049.375
5297,652.484,836.90625
7117,3918.8988,3780.1875
3095,529.311,934.75
4188,1411.496,2802.4375
5877,4915.6014,3387.1875
3040,1987.4129999999998,2054.34375
3786,3663.2316,2863.125
6642,680.4476,990.78125
5717,3029.39,3803.375
516,5262.4832,2592.5
4487,755.0172,723.125
3033,6411.654,3399.40625
7907,4040.7402,3750.8125
8103,105.8622,296.375
7977,798.96,772.78125
5714,533.3058,2983.84375
8112,1105.8938,1749.625
946,1033.3216,2479.0625
2466,1800.3232,3563.96875
7429,1046.6376,2248.5
4385,2586.633,1950.375
5257,2334.9606,1866.1875
4062,534.6374,723.3125
6236,3397.5774,2607.90625
473,1713.7692,2239.46875
6725,3691.1952,4262.8125
61,1062.6168,1473.25
5824,3595.32,2322.09375
3141,808.947,1443.84375
6006,962.7468,2092.875
323,1956.1204,2510.28125
1907,801.6232,954.375
5888,1965.4416,2546.34375
934,3150.5656,1647.6875
5353,790.9704,1320.0
3076,187.7556,-296.84375
2415,2082.6224,1440.59375
8012,3146.5708,2930.8125
6520,2069.3064,2739.625
5242,1038.6480000000001,2091.40625
4664,1691.132,1428.0625
589,2101.9306,3127.71875
3512,3983.4814,2075.4375
4686,1619.2256,1618.75
7770,2780.3808,2033.625
3442,2050.6639999999998,1558.34375
1144,261.6594,-431.375
6480,3263.0858,1832.0625
4232,2002.0606,1008.3125
6140,2619.2572,2997.6875
6442,968.7389999999999,769.875
5734,280.9676,396.84375
7165,815.605,748.625
1991,1764.37,2818.15625
6803,1964.7758,2476.40625
503,1869.5664,1349.5
5688,91.2146,-340.71875
4703,1901.5248,2452.4375
8421,2340.9528,2789.25
4683,6327.7632,3902.59375
566,1845.5976,4239.78125
5677,6088.0752,3908.15625
11,2187.153,2364.125
5826,4753.812,5059.28125
2807,2862.94,2196.6875
5561,1300.3074,1134.75
7399,1713.7692,1510.8125
2034,782.9808,572.15625
6730,2045.3376,2782.5
5949,1091.912,1694.6875
4292,3782.4098,2490.96875
8378,810.9444,2030.5
4229,153.134,-651.53125
5488,1090.5804,2855.0
8033,1831.6158,1478.84375
6963,923.4646,936.65625
8473,431.4384,732.53125
1639,2626.5809999999997,2792.375
1251,2702.4822,3527.375
1697,3910.9092,1777.40625
4325,1480.0734,1245.78125
1056,2345.6134,2923.25
5419,866.8716,2249.84375
3804,2476.776,1717.375
2370,73.238,507.03125
3385,3962.8416,2090.6875
8074,2416.854,3882.25
2069,666.4658,1481.125
4675,708.4112,921.15625
6461,280.9676,500.25
1860,644.4944,718.65625
5948,47.2718,-1089.78125
7174,2174.5028,1525.84375
2810,1022.6688,1317.28125
5118,1832.2816,3273.28125
3903,7170.666,5216.03125
1190,2328.3026,2526.625
943,3823.0236,3085.25
5348,2527.3768,3040.34375
4322,551.2824,1100.71875
1557,1462.0968,2105.84375
3871,1545.9876,974.34375
4113,1115.215,925.0625
5678,2025.3636,2534.28125
4011,3374.2744,1952.5625
2338,1278.336,1680.21875
145,7370.406,3895.84375
2925,431.4384,3072.4375
3254,2931.5174,2672.1875
1729,2980.1208,3809.21875
6277,401.4774,396.34375
4514,1283.6624,2513.53125
688,4318.3788,3020.75
7827,671.1264,796.8125
1062,5510.8266,2765.90625
950,1482.7366,1090.5
8423,2600.6148,3426.40625
5464,3448.844,4208.03125
86,2716.4640000000004,2581.34375
3606,4673.916,3698.59375
3052,3709.8376,4228.875
3475,4633.968,3674.09375
2487,312.926,752.09375
288,5559.43,3591.84375
477,165.7842,753.96875
6881,1315.6208,1582.21875
1300,1158.492,1156.625
6332,589.2330000000001,631.9375
5671,822.263,714.71875
4518,1041.9769999999999,1428.46875
2281,3900.9222,2997.9375
998,5038.1086,3468.1875
6206,154.4656,1232.40625
6942,256.9988,2239.1875
935,7370.406,4372.3125
1396,1946.7992,1874.46875
6916,1797.66,2071.28125
7415,4390.2852,3259.875
4923,3515.4240000000004,2452.5
838,3067.3406,2987.9375
2743,2530.7058,1924.40625
7514,3570.0196,4001.125
3196,1603.9122,2446.84375
2335,3089.312,2452.0625
2906,340.2238,985.65625
7092,1454.1072,2004.03125
6741,1171.808,1675.75
4345,522.653,1732.25
3048,1348.245,2388.15625
3001,419.454,1395.90625
1113,6767.1912,5314.875
305,2775.7202,4207.90625
6955,379.506,1170.3125
5275,1859.5794,1536.5625
7139,1896.1984,1925.96875
5792,1022.6688,1037.90625
4154,1817.634,1779.0625
5409,3904.917,3538.84375
3561,5728.5432,2623.9375
1704,1845.5976,2670.59375
4205,5487.5236,3338.9375
5067,4136.6154,3438.15625
7014,6424.97,4116.6875
1445,436.7648,-114.8125
92,1381.535,818.21875
6920,777.6544,991.59375
7567,395.4852,1335.1875
5030,4908.2776,4172.75
7106,948.0992,1844.75
2486,213.05599999999998,-242.5
8449,571.2564,1189.34375
1566,1342.2528,2654.15625
4330,1416.8224,2862.34375
6488,4740.496,3730.90625
8050,4175.8976,4125.8125
3362,913.4776,1854.75
961,1516.0266,2683.84375
466,1940.807,2727.5
3031,2103.928,4119.375
8017,765.67,1227.21875
5396,2241.7486,2635.125
6168,2961.4784,2853.03125
1269,3425.5409999999997,2602.59375
8494,1637.868,1793.53125
4633,3364.9532,2519.0625
4916,778.9860000000001,1246.40625
5282,612.536,915.53125
3633,2956.152,3042.90625
